message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just saw an app! It was exciting.","Alice","2025-02-17 20:42:01","other",0.88,"other",35
"I just tried a movie! It was funny.","Alice","2025-02-17 20:42:07","entertainment",0.82,"movie",35
"I just found JavaScript! It was amazing.","Eve","2025-02-17 20:42:12","tech",0.82,"JavaScript",40
"I just loved a meme! It was exciting.","Charlie","2025-02-17 20:42:17","humor",0.61,"meme",37
"I just found recipe! It was amazing.","Bob","2025-02-17 20:42:22","food",0.35,"recipe",36
"I just found a movie! It was funny.","Charlie","2025-02-17 20:42:27","entertainment",0.23,"movie",35
"I just loved a movie! It was weird.","Charlie","2025-02-17 20:42:32","entertainment",0.49,"movie",35
"I just saw an app! It was amazing.","Charlie","2025-02-17 20:42:37","other",0.43,"other",34
"I just found recipe! It was funny.","Eve","2025-02-17 20:42:42","food",0.1,"recipe",34
"I just found an app! It was boring.","Bob","2025-02-17 20:42:47","other",0.01,"other",35
"I just loved an app! It was weird.","Charlie","2025-02-17 20:42:52","other",0.21,"other",34
"I just saw travel! It was exciting.","Eve","2025-02-17 20:42:57","travel",0.65,"travel",35
"I just loved recipe! It was exciting.","Alice","2025-02-17 20:43:02","food",0.04,"recipe",37
"I just loved travel! It was weird.","Bob","2025-02-17 20:43:07","travel",0.78,"travel",34
"I just saw a movie! It was boring.","Eve","2025-02-17 20:43:12","entertainment",0.89,"movie",34
"I just loved JavaScript! It was weird.","Charlie","2025-02-17 20:43:17","tech",0.31,"JavaScript",38
"I just loved recipe! It was funny.","Eve","2025-02-17 20:43:22","food",0.66,"recipe",34
"I just shared a trick! It was boring.","Alice","2025-02-17 20:43:27","other",0.29,"other",37
"I just shared a movie! It was exciting.","Charlie","2025-02-17 20:43:32","entertainment",0.03,"movie",39
"I just tried a movie! It was weird.","Bob","2025-02-17 20:43:37","entertainment",0.86,"movie",35
"I just shared a movie! It was boring.","Alice","2025-02-17 20:43:42","entertainment",0.75,"movie",37
"I just shared recipe! It was amazing.","Bob","2025-02-17 20:43:47","food",0.07,"recipe",37
"I just loved JavaScript! It was exciting.","Eve","2025-02-17 20:43:52","tech",0.41,"JavaScript",41
"I just loved travel! It was boring.","Eve","2025-02-17 20:43:57","travel",0.13,"travel",35
"I just shared JavaScript! It was amazing.","Charlie","2025-02-17 20:44:02","tech",0.36,"JavaScript",41
"I just loved game! It was funny.","Charlie","2025-02-17 20:44:07","gaming",0.8,"game",32
"I just saw a movie! It was weird.","Charlie","2025-02-17 20:44:12","entertainment",0.91,"movie",33
"I just saw recipe! It was funny.","Alice","2025-02-17 20:44:17","food",1.0,"recipe",32
"I just shared JavaScript! It was funny.","Eve","2025-02-17 20:44:22","tech",0.89,"JavaScript",39
"I just tried an app! It was weird.","Eve","2025-02-17 20:44:27","other",0.88,"other",34
"I just saw game! It was exciting.","Alice","2025-02-17 20:44:32","gaming",0.46,"game",33
"I just shared recipe! It was boring.","Charlie","2025-02-17 20:44:37","food",0.5,"recipe",36
"I just saw game! It was exciting.","Bob","2025-02-17 20:44:42","gaming",0.58,"game",33
"I just saw travel! It was funny.","Charlie","2025-02-17 20:44:47","travel",0.94,"travel",32
"I just saw recipe! It was weird.","Alice","2025-02-17 20:44:52","food",0.4,"recipe",32
"I just saw a meme! It was boring.","Bob","2025-02-17 20:44:57","humor",0.73,"meme",33
"I just tried JavaScript! It was weird.","Alice","2025-02-17 20:37:11","tech",0.32,"JavaScript",38
"I just found game! It was exciting.","Charlie","2025-02-17 20:37:16","gaming",0.99,"game",35
"I just loved an app! It was exciting.","Eve","2025-02-17 20:37:21","other",0.45,"other",37
"I just shared JavaScript! It was amazing.","Eve","2025-02-17 20:37:26","tech",0.35,"JavaScript",41
"I just found a story! It was weird.","Bob","2025-02-17 20:37:31","other",0.22,"other",35
"I just saw game! It was exciting.","Charlie","2025-02-17 20:37:36","gaming",0.33,"game",33
"I just loved a movie! It was amazing.","Eve","2025-02-17 20:37:41","entertainment",0.29,"movie",37
"I just tried a story! It was exciting.","Bob","2025-02-17 20:37:46","other",0.31,"other",38
"I just loved an app! It was boring.","Bob","2025-02-17 20:37:51","other",0.04,"other",35
"I just found an app! It was amazing.","Bob","2025-02-17 20:37:56","other",0.11,"other",36
"I just found a meme! It was boring.","Alice","2025-02-17 20:38:01","humor",0.99,"meme",35
"I just found JavaScript! It was boring.","Alice","2025-02-17 20:38:06","tech",0.99,"JavaScript",39
"I just tried a trick! It was boring.","Charlie","2025-02-17 20:38:11","other",0.91,"other",36
"I just saw a story! It was amazing.","Eve","2025-02-17 20:38:16","other",0.69,"other",35
"I just loved an app! It was boring.","Alice","2025-02-17 20:38:21","other",0.53,"other",35
"I just tried Python! It was amazing.","Eve","2025-02-17 20:38:26","tech",0.02,"Python",36
"I just tried an app! It was funny.","Eve","2025-02-17 20:38:31","other",0.36,"other",34
"I just loved game! It was boring.","Bob","2025-02-17 20:38:36","gaming",0.66,"game",33
"I just tried an app! It was amazing.","Charlie","2025-02-17 20:38:41","other",0.98,"other",36
"I just found a trick! It was funny.","Eve","2025-02-17 20:38:46","other",0.46,"other",35
"I just shared recipe! It was weird.","Bob","2025-02-17 20:38:51","food",0.46,"recipe",35
"I just saw recipe! It was amazing.","Bob","2025-02-17 20:38:56","food",0.4,"recipe",34
"I just loved a trick! It was funny.","Eve","2025-02-17 20:39:01","other",0.87,"other",35
"I just shared Python! It was boring.","Alice","2025-02-17 20:39:06","tech",0.73,"Python",36
"I just saw JavaScript! It was weird.","Charlie","2025-02-17 20:39:11","tech",0.93,"JavaScript",36
"I just shared recipe! It was weird.","Bob","2025-02-17 20:39:16","food",0.96,"recipe",35
"I just found JavaScript! It was exciting.","Eve","2025-02-17 20:39:21","tech",0.35,"JavaScript",41
"I just found game! It was weird.","Bob","2025-02-17 20:39:26","gaming",0.61,"game",32
"I just found a story! It was funny.","Bob","2025-02-17 20:39:31","other",0.86,"other",35
"I just saw recipe! It was boring.","Eve","2025-02-17 20:39:36","food",0.36,"recipe",33
"I just found a trick! It was funny.","Bob","2025-02-17 20:39:41","other",0.29,"other",35
"I just shared an app! It was funny.","Charlie","2025-02-17 20:39:46","other",0.27,"other",35
"I just saw a story! It was amazing.","Alice","2025-02-17 20:39:51","other",0.69,"other",35
"I just found a movie! It was weird.","Charlie","2025-02-17 20:39:56","entertainment",0.78,"movie",35
"I just found a trick! It was amazing.","Bob","2025-02-17 20:40:01","other",0.52,"other",37
"I just shared game! It was funny.","Alice","2025-02-17 21:07:43","gaming",0.87,"game",33
"I just shared a trick! It was funny.","Bob","2025-02-17 21:07:48","other",0.51,"other",36
"I just loved recipe! It was weird.","Eve","2025-02-17 21:07:53","food",0.35,"recipe",34
"I just found a trick! It was boring.","Bob","2025-02-17 21:07:58","other",0.64,"other",36
"I just found a meme! It was funny.","Alice","2025-02-17 21:08:03","humor",0.11,"meme",34
"I just shared a story! It was funny.","Charlie","2025-02-17 21:08:08","other",0.71,"other",36
"I just saw Python! It was exciting.","Eve","2025-02-17 21:08:13","tech",0.58,"Python",35
"I just tried JavaScript! It was exciting.","Charlie","2025-02-17 21:08:18","tech",0.06,"JavaScript",41
"I just found recipe! It was weird.","Alice","2025-02-17 21:08:23","food",0.78,"recipe",34
"I just found recipe! It was weird.","Charlie","2025-02-17 21:08:28","food",0.89,"recipe",34
"I just tried Python! It was amazing.","Alice","2025-02-17 21:08:38","tech",0.27,"Python",36
"I just saw Python! It was weird.","Alice","2025-02-17 21:08:43","tech",0.46,"Python",32
"I just tried travel! It was weird.","Eve","2025-02-17 21:08:48","travel",0.05,"travel",34
